,datetime,Incident Category,Longitude,Latitude,date,year,hour,dayOfWeek,TimeOfDay,IsWeekend,IsHoliday,month,day,IsSchoolDay
650835,2019-10-02 14:35:00,Suspicious Occ,-122.4005030970072,37.78745049797145,2019-10-02,2019,14,Wednesday,Afternoon Class,False,False,10,31,True
650853,2020-03-27 01:14:00,Burglary,-122.40104304688674,37.78788961267684,2020-03-27,2020,1,Friday,Rest,False,False,3,31,True
651388,2020-02-14 17:00:00,Larceny Theft,-122.40948148898308,37.77545100451973,2020-02-14,2020,17,Friday,Dinner,False,False,2,29,True
652099,2019-12-28 23:17:00,Non-Criminal,-122.40948148898308,37.77545100451973,2019-12-28,2019,23,Saturday,Rest,True,False,12,31,False
655825,2019-08-02 10:00:00,Larceny Theft,-122.40080859571334,37.78769894626064,2019-08-02,2019,10,Friday,Morning Class,False,False,8,31,True
656338,2019-08-14 18:00:00,Burglary,-122.40104304688674,37.78788961267684,2019-08-14,2019,18,Wednesday,Dinner,False,False,8,31,True
656463,2020-04-08 08:00:00,Larceny Theft,-122.4511633003519,37.77424873347629,2020-04-08,2020,8,Wednesday,Morning Class,False,False,4,30,True
656589,2019-08-29 11:45:00,Fraud,-122.4005030970072,37.78745049797145,2019-08-29,2019,11,Thursday,Lunch,False,False,8,31,True
656759,2020-05-03 14:15:00,Missing Person,-122.4511633003519,37.77424873347629,2020-05-03,2020,14,Sunday,Afternoon Class,True,False,5,31,False
656932,2019-09-18 12:10:00,Fraud,-122.40104304688674,37.78788961267684,2019-09-18,2019,12,Wednesday,Lunch,False,False,9,30,True
657050,2020-05-03 02:43:00,Malicious Mischief,-122.40948148898308,37.77545100451973,2020-05-03,2020,2,Sunday,Rest,True,False,5,31,False
657379,2019-08-23 22:45:00,Robbery,-122.4005030970072,37.78745049797145,2019-08-23,2019,22,Friday,Rest,False,False,8,31,True
657668,2020-02-01 14:00:00,Fraud,-122.4005030970072,37.78745049797145,2020-02-01,2020,14,Saturday,Afternoon Class,True,False,2,29,True
658613,2020-03-06 04:40:00,Assault,-122.4005030970072,37.78745049797145,2020-03-06,2020,4,Friday,Rest,False,False,3,31,True
658939,2019-06-28 00:01:00,Missing Person,-122.4511633003519,37.77424873347629,2019-06-28,2019,0,Friday,Rest,False,False,6,30,False
661422,2019-09-25 17:30:00,Larceny Theft,-122.40948148898308,37.77545100451973,2019-09-25,2019,17,Wednesday,Dinner,False,False,9,30,True
662932,2019-07-22 17:25:00,Suspicious Occ,-122.4511633003519,37.77424873347629,2019-07-22,2019,17,Monday,Dinner,False,False,7,31,False
663344,2019-09-03 12:49:00,Motor Vehicle Theft,-122.40948148898308,37.77545100451973,2019-09-03,2019,12,Tuesday,Lunch,False,False,9,30,True
663469,2019-07-07 17:17:00,Warrant,-122.40948148898308,37.77545100451973,2019-07-07,2019,17,Sunday,Dinner,True,False,7,31,False
663672,2020-03-02 06:10:00,Assault,-122.39891294786416,37.78963526794696,2020-03-02,2020,6,Monday,Rest,False,False,3,31,True
663681,2019-09-30 20:00:00,Larceny Theft,-122.39856429383492,37.78898117261747,2019-09-30,2019,20,Monday,Dinner,False,False,9,30,True
663839,2020-01-03 19:20:00,Fraud,-122.40104304688674,37.78788961267684,2020-01-03,2020,19,Friday,Dinner,False,False,1,31,True
664316,2020-01-15 18:00:00,Larceny Theft,-122.40080859571334,37.78769894626064,2020-01-15,2020,18,Wednesday,Dinner,False,False,1,31,True
666152,2019-10-29 19:30:00,Other,-122.40948148898308,37.77545100451973,2019-10-29,2019,19,Tuesday,Dinner,False,False,10,31,True
666949,2020-05-12 00:35:00,Larceny Theft,-122.4005030970072,37.78745049797145,2020-05-12,2020,0,Tuesday,Rest,False,False,5,31,False
668297,2019-08-14 16:45:00,Larceny Theft,-122.39856429383492,37.78898117261747,2019-08-14,2019,16,Wednesday,Afternoon Class,False,False,8,31,True
668392,2019-09-06 11:00:00,Malicious Mischief,-122.40080859571334,37.78769894626064,2019-09-06,2019,11,Friday,Lunch,False,False,9,30,True
670461,2020-01-08 21:20:00,Larceny Theft,-122.39856429383492,37.78898117261747,2020-01-08,2020,21,Wednesday,Rest,False,False,1,31,True
670678,2019-11-14 21:00:00,Larceny Theft,-122.40080859571334,37.78769894626064,2019-11-14,2019,21,Thursday,Rest,False,False,11,30,True
672257,2020-07-29 14:14:00,Malicious Mischief,-122.4323845430984,37.79004420222155,2020-07-29,2020,14,Wednesday,Afternoon Class,False,False,7,31,False
672383,2020-01-10 11:15:00,Larceny Theft,-122.4005030970072,37.78745049797145,2020-01-10,2020,11,Friday,Lunch,False,False,1,31,True
672644,2020-02-09 07:30:00,Other Miscellaneous,-122.4005030970072,37.78745049797145,2020-02-09,2020,7,Sunday,Morning Class,True,False,2,29,True
673023,2019-11-16 02:00:00,Fraud,-122.39856429383492,37.78898117261747,2019-11-16,2019,2,Saturday,Rest,True,False,11,30,True
674457,2019-06-30 06:36:00,Assault,-122.40104304688674,37.78788961267684,2019-06-30,2019,6,Sunday,Rest,True,False,6,30,False
675742,2019-09-06 09:45:00,Larceny Theft,-122.40080859571334,37.78769894626064,2019-09-06,2019,9,Friday,Morning Class,False,False,9,30,True
675824,2020-04-05 22:00:00,Recovered Vehicle,-122.4511633003519,37.77424873347629,2020-04-05,2020,22,Sunday,Rest,True,False,4,30,True
676551,2020-09-09 04:02:00,Burglary,-122.40948148898308,37.77545100451973,2020-09-09,2020,4,Wednesday,Rest,False,False,9,30,True
676981,2019-07-20 04:16:00,Burglary,-122.40080859571334,37.78769894626064,2019-07-20,2019,4,Saturday,Rest,True,False,7,31,False
677194,2020-04-13 13:10:00,Malicious Mischief,-122.40948148898308,37.77545100451973,2020-04-13,2020,13,Monday,Lunch,False,False,4,30,True
677791,2019-09-21 19:20:00,Larceny Theft,-122.39856429383492,37.78898117261747,2019-09-21,2019,19,Saturday,Dinner,True,False,9,30,True
678340,2019-09-20 14:10:00,Other Miscellaneous,-122.4511633003519,37.77424873347629,2019-09-20,2019,14,Friday,Afternoon Class,False,False,9,30,True
679212,2020-01-26 08:07:00,Other Miscellaneous,-122.40080859571334,37.78769894626064,2020-01-26,2020,8,Sunday,Morning Class,True,False,1,31,True
679797,2019-12-16 12:20:00,Missing Person,-122.4511633003519,37.77424873347629,2019-12-16,2019,12,Monday,Lunch,False,False,12,31,False
680638,2020-12-22 02:31:00,Malicious Mischief,-122.40948148898308,37.77545100451973,2020-12-22,2020,2,Tuesday,Rest,False,False,12,31,False
680641,2021-01-25 07:46:00,Robbery,-122.4005030970072,37.78745049797145,2021-01-25,2021,7,Monday,Morning Class,False,False,1,31,True
681356,2020-12-10 12:30:00,Motor Vehicle Theft,-122.40948148898308,37.77545100451973,2020-12-10,2020,12,Thursday,Lunch,False,False,12,31,False
682038,2019-10-23 14:00:00,Missing Person,-122.4511633003519,37.77424873347629,2019-10-23,2019,14,Wednesday,Afternoon Class,False,False,10,31,True
682258,2020-02-02 09:00:00,Larceny Theft,-122.39856429383492,37.78898117261747,2020-02-02,2020,9,Sunday,Morning Class,True,False,2,29,True
682479,2020-10-26 23:15:00,Missing Person,-122.4511633003519,37.77424873347629,2020-10-26,2020,23,Monday,Rest,False,False,10,31,True
682480,2021-01-20 10:30:00,Larceny Theft,-122.4323845430984,37.79004420222155,2021-01-20,2021,10,Wednesday,Morning Class,False,False,1,31,True
682577,2020-12-22 02:31:00,Case Closure,-122.40948148898308,37.77545100451973,2020-12-22,2020,2,Tuesday,Rest,False,False,12,31,False
683172,2019-07-11 07:15:00,Malicious Mischief,-122.4005030970072,37.78745049797145,2019-07-11,2019,7,Thursday,Morning Class,False,False,7,31,False
683514,2020-06-08 01:50:00,Other Miscellaneous,-122.4005030970072,37.78745049797145,2020-06-08,2020,1,Monday,Rest,False,False,6,30,False
683905,2020-08-23 03:28:00,Suspicious Occ,-122.40948148898308,37.77545100451973,2020-08-23,2020,3,Sunday,Rest,True,False,8,31,True
684768,2019-09-15 16:30:00,Burglary,-122.4005030970072,37.78745049797145,2019-09-15,2019,16,Sunday,Afternoon Class,True,False,9,30,True
684952,2020-06-24 09:00:00,Burglary,-122.40948148898308,37.77545100451973,2020-06-24,2020,9,Wednesday,Morning Class,False,False,6,30,False
684989,2020-08-29 06:50:00,Motor Vehicle Theft,-122.40948148898308,37.77545100451973,2020-08-29,2020,6,Saturday,Rest,True,False,8,31,True
685363,2019-08-08 17:30:00,Larceny Theft,-122.40104304688674,37.78788961267684,2019-08-08,2019,17,Thursday,Dinner,False,False,8,31,True
685854,2020-08-19 18:16:00,Malicious Mischief,-122.4323845430984,37.79004420222155,2020-08-19,2020,18,Wednesday,Dinner,False,False,8,31,True
686005,2020-06-27 08:00:00,Missing Person,-122.4511633003519,37.77424873347629,2020-06-27,2020,8,Saturday,Morning Class,True,False,6,30,False
686607,2020-03-20 09:15:00,Missing Person,-122.4511633003519,37.77424873347629,2020-03-20,2020,9,Friday,Morning Class,False,False,3,31,True
687080,2021-01-19 14:44:00,Stolen Property,-122.4005030970072,37.78745049797145,2021-01-19,2021,14,Tuesday,Afternoon Class,False,False,1,31,True
687431,2020-12-20 05:09:00,Offences Against The Family And Children,-122.40948148898308,37.77545100451973,2020-12-20,2020,5,Sunday,Rest,True,False,12,31,False
687853,2019-02-20 08:00:00,Case Closure,-122.4005030970072,37.78745049797145,2019-02-20,2019,8,Wednesday,Morning Class,False,False,2,28,True
688022,2020-06-08 01:50:00,Burglary,-122.4005030970072,37.78745049797145,2020-06-08,2020,1,Monday,Rest,False,False,6,30,False
688948,2020-02-09 23:35:00,Larceny Theft,-122.4511633003519,37.77424873347629,2020-02-09,2020,23,Sunday,Rest,True,False,2,29,True
689204,2020-08-14 22:39:00,Other Miscellaneous,-122.40948148898308,37.77545100451973,2020-08-14,2020,22,Friday,Rest,False,False,8,31,True
689676,2020-10-01 12:20:00,Malicious Mischief,-122.4323845430984,37.79004420222155,2020-10-01,2020,12,Thursday,Lunch,False,False,10,31,True
692515,2019-12-10 19:30:00,Larceny Theft,-122.40104304688674,37.78788961267684,2019-12-10,2019,19,Tuesday,Dinner,False,False,12,31,False
692864,2020-06-05 02:25:00,Burglary,-122.4005030970072,37.78745049797145,2020-06-05,2020,2,Friday,Rest,False,False,6,30,False
693285,2020-08-01 00:00:00,Malicious Mischief,-122.4005030970072,37.78745049797145,2020-08-01,2020,0,Saturday,Rest,True,False,8,31,True
693460,2019-12-10 10:15:00,Larceny Theft,-122.4005030970072,37.78745049797145,2019-12-10,2019,10,Tuesday,Morning Class,False,False,12,31,False
693888,2020-08-14 22:39:00,Malicious Mischief,-122.40948148898308,37.77545100451973,2020-08-14,2020,22,Friday,Rest,False,False,8,31,True
695285,2020-07-28 00:17:00,Malicious Mischief,-122.4005030970072,37.78745049797145,2020-07-28,2020,0,Tuesday,Rest,False,False,7,31,False
695329,2020-11-21 01:36:00,Non-Criminal,-122.40948148898308,37.77545100451973,2020-11-21,2020,1,Saturday,Rest,True,False,11,30,True
695420,2020-10-15 00:07:00,Suspicious Occ,-122.40948148898308,37.77545100451973,2020-10-15,2020,0,Thursday,Rest,False,False,10,31,True
695806,2020-12-16 18:11:00,Malicious Mischief,-122.4005030970072,37.78745049797145,2020-12-16,2020,18,Wednesday,Dinner,False,False,12,31,False
696338,2021-01-01 00:00:00,Larceny Theft,-122.40104304688674,37.78788961267684,2021-01-01,2021,0,Friday,Rest,False,True,1,31,True
697238,2020-11-17 13:27:00,Assault,-122.40948148898308,37.77545100451973,2020-11-17,2020,13,Tuesday,Lunch,False,False,11,30,True
697963,2020-06-08 19:50:00,Missing Person,-122.4511633003519,37.77424873347629,2020-06-08,2020,19,Monday,Dinner,False,False,6,30,False
698013,2020-11-13 12:00:00,Missing Person,-122.4511633003519,37.77424873347629,2020-11-13,2020,12,Friday,Lunch,False,False,11,30,True
698580,2020-06-08 01:50:00,Burglary,-122.4005030970072,37.78745049797145,2020-06-08,2020,1,Monday,Rest,False,False,6,30,False
699276,2020-06-03 17:00:00,Larceny Theft,-122.4005030970072,37.78745049797145,2020-06-03,2020,17,Wednesday,Dinner,False,False,6,30,False
699348,2020-12-23 13:00:00,Fraud,-122.40080859571334,37.78769894626064,2020-12-23,2020,13,Wednesday,Lunch,False,False,12,31,False
699413,2020-01-04 03:38:00,Other Miscellaneous,-122.4323845430984,37.79004420222155,2020-01-04,2020,3,Saturday,Rest,True,False,1,31,True
700848,2020-06-18 01:00:00,Larceny Theft,-122.4511633003519,37.77424873347629,2020-06-18,2020,1,Thursday,Rest,False,False,6,30,False
700868,2020-11-17 03:40:00,Assault,-122.40948148898308,37.77545100451973,2020-11-17,2020,3,Tuesday,Rest,False,False,11,30,True
701239,2020-01-04 03:38:00,Traffic Violation,-122.4323845430984,37.79004420222155,2020-01-04,2020,3,Saturday,Rest,True,False,1,31,True
702517,2020-09-09 02:30:00,Burglary,-122.40948148898308,37.77545100451973,2020-09-09,2020,2,Wednesday,Rest,False,False,9,30,True
703367,2020-09-07 04:15:00,Other Miscellaneous,-122.39856429383492,37.78898117261747,2020-09-07,2020,4,Monday,Rest,False,True,9,30,True
704167,2020-05-29 07:10:00,Malicious Mischief,-122.4005030970072,37.78745049797145,2020-05-29,2020,7,Friday,Morning Class,False,False,5,31,False
704378,2020-03-21 13:40:00,Non-Criminal,-122.4511633003519,37.77424873347629,2020-03-21,2020,13,Saturday,Lunch,True,False,3,31,True
704506,2020-09-27 15:30:00,Larceny Theft,-122.4005030970072,37.78745049797145,2020-09-27,2020,15,Sunday,Afternoon Class,True,False,9,30,True
705879,2020-10-06 21:00:00,Burglary,-122.4511633003519,37.77424873347629,2020-10-06,2020,21,Tuesday,Rest,False,False,10,31,True
706477,2020-11-21 01:36:00,Larceny Theft,-122.40948148898308,37.77545100451973,2020-11-21,2020,1,Saturday,Rest,True,False,11,30,True
707425,2020-07-26 21:50:00,Burglary,-122.4005030970072,37.78745049797145,2020-07-26,2020,21,Sunday,Rest,True,False,7,31,False
707944,2020-12-23 00:36:00,Case Closure,-122.40948148898308,37.77545100451973,2020-12-23,2020,0,Wednesday,Rest,False,False,12,31,False
708010,2020-08-25 14:38:00,Other Miscellaneous,-122.4005030970072,37.78745049797145,2020-08-25,2020,14,Tuesday,Afternoon Class,False,False,8,31,True
708698,2021-01-19 14:44:00,Motor Vehicle Theft,-122.4005030970072,37.78745049797145,2021-01-19,2021,14,Tuesday,Afternoon Class,False,False,1,31,True
709551,2020-08-09 12:00:00,Larceny Theft,-122.4511633003519,37.77424873347629,2020-08-09,2020,12,Sunday,Lunch,True,False,8,31,True
711571,2020-06-08 01:50:00,Other Miscellaneous,-122.4005030970072,37.78745049797145,2020-06-08,2020,1,Monday,Rest,False,False,6,30,False
711676,2020-06-05 02:25:00,Larceny Theft,-122.4005030970072,37.78745049797145,2020-06-05,2020,2,Friday,Rest,False,False,6,30,False
711962,2020-10-24 00:01:00,Malicious Mischief,-122.40080859571334,37.78769894626064,2020-10-24,2020,0,Saturday,Rest,True,False,10,31,True
712627,2020-08-14 22:39:00,Malicious Mischief,-122.40948148898308,37.77545100451973,2020-08-14,2020,22,Friday,Rest,False,False,8,31,True
712660,2020-12-17 10:00:00,Suspicious Occ,-122.4511633003519,37.77424873347629,2020-12-17,2020,10,Thursday,Morning Class,False,False,12,31,False
712698,2020-10-15 00:07:00,Weapons Carrying Etc,-122.40948148898308,37.77545100451973,2020-10-15,2020,0,Thursday,Rest,False,False,10,31,True
712993,2020-06-08 01:50:00,Case Closure,-122.4005030970072,37.78745049797145,2020-06-08,2020,1,Monday,Rest,False,False,6,30,False
713017,2020-12-23 00:36:00,Burglary,-122.40948148898308,37.77545100451973,2020-12-23,2020,0,Wednesday,Rest,False,False,12,31,False
713365,2021-01-08 05:22:00,Assault,-122.4005030970072,37.78745049797145,2021-01-08,2021,5,Friday,Rest,False,False,1,31,True
713917,2020-08-31 14:00:00,Larceny Theft,-122.4005030970072,37.78745049797145,2020-08-31,2020,14,Monday,Afternoon Class,False,False,8,31,True
714241,2020-11-20 12:32:00,Vandalism,-122.40104304688674,37.78788961267684,2020-11-20,2020,12,Friday,Lunch,False,False,11,30,True
715491,2020-09-11 10:00:00,Other Offenses,-122.4511633003519,37.77424873347629,2020-09-11,2020,10,Friday,Morning Class,False,False,9,30,True
718008,2020-11-30 23:18:00,Warrant,-122.40948148898308,37.77545100451973,2020-11-30,2020,23,Monday,Rest,False,False,11,30,True
718310,2020-06-03 17:00:00,Larceny Theft,-122.4005030970072,37.78745049797145,2020-06-03,2020,17,Wednesday,Dinner,False,False,6,30,False
718435,2020-07-27 19:20:00,Larceny Theft,-122.40948148898308,37.77545100451973,2020-07-27,2020,19,Monday,Dinner,False,False,7,31,False
719171,2020-06-08 01:50:00,Other Miscellaneous,-122.4005030970072,37.78745049797145,2020-06-08,2020,1,Monday,Rest,False,False,6,30,False
719652,2018-04-25 01:28:00,Malicious Mischief,-122.40948148898308,37.77545100451973,2018-04-25,2018,1,Wednesday,Rest,False,False,4,30,True
719995,2020-12-07 18:45:00,Missing Person,-122.4511633003519,37.77424873347629,2020-12-07,2020,18,Monday,Dinner,False,False,12,31,False
720877,2020-11-02 08:00:00,Motor Vehicle Theft,-122.4323845430984,37.79004420222155,2020-11-02,2020,8,Monday,Morning Class,False,False,11,30,True
721318,2020-06-24 09:00:00,Larceny Theft,-122.40948148898308,37.77545100451973,2020-06-24,2020,9,Wednesday,Morning Class,False,False,6,30,False
721333,2020-10-05 12:45:00,Recovered Vehicle,-122.4511633003519,37.77424873347629,2020-10-05,2020,12,Monday,Lunch,False,False,10,31,True
722585,2020-06-16 14:48:00,Other Miscellaneous,-122.40948148898308,37.77545100451973,2020-06-16,2020,14,Tuesday,Afternoon Class,False,False,6,30,False
722774,2020-09-14 11:38:00,Larceny Theft,-122.4511633003519,37.77424873347629,2020-09-14,2020,11,Monday,Lunch,False,False,9,30,True
724021,2020-11-14 22:30:00,Malicious Mischief,-122.40948148898308,37.77545100451973,2020-11-14,2020,22,Saturday,Rest,True,False,11,30,True
725198,2021-01-04 14:20:00,Missing Person,-122.4511633003519,37.77424873347629,2021-01-04,2021,14,Monday,Afternoon Class,False,False,1,31,True
725243,2020-11-17 13:27:00,Assault,-122.40948148898308,37.77545100451973,2020-11-17,2020,13,Tuesday,Lunch,False,False,11,30,True
725978,2020-07-12 21:57:00,Larceny Theft,-122.4511633003519,37.77424873347629,2020-07-12,2020,21,Sunday,Rest,True,False,7,31,False
727690,2018-04-25 01:28:00,Malicious Mischief,-122.40948148898308,37.77545100451973,2018-04-25,2018,1,Wednesday,Rest,False,False,4,30,True
727834,2020-10-21 05:52:00,Robbery,-122.4005030970072,37.78745049797145,2020-10-21,2020,5,Wednesday,Rest,False,False,10,31,True
729609,2020-06-16 17:56:00,Non-Criminal,-122.4511633003519,37.77424873347629,2020-06-16,2020,17,Tuesday,Dinner,False,False,6,30,False
729630,2020-12-22 02:31:00,Burglary,-122.40948148898308,37.77545100451973,2020-12-22,2020,2,Tuesday,Rest,False,False,12,31,False
729857,2020-07-16 12:00:00,Larceny Theft,-122.4511633003519,37.77424873347629,2020-07-16,2020,12,Thursday,Lunch,False,False,7,31,False
730727,2020-05-19 16:56:00,Warrant,-122.40080859571334,37.78769894626064,2020-05-19,2020,16,Tuesday,Afternoon Class,False,False,5,31,False
730832,2020-06-28 17:00:00,Burglary,-122.4511633003519,37.77424873347629,2020-06-28,2020,17,Sunday,Dinner,True,False,6,30,False
731181,2020-06-05 02:25:00,Case Closure,-122.4005030970072,37.78745049797145,2020-06-05,2020,2,Friday,Rest,False,False,6,30,False
731771,2020-08-23 01:20:00,Burglary,-122.40948148898308,37.77545100451973,2020-08-23,2020,1,Sunday,Rest,True,False,8,31,True
731848,2020-09-16 09:00:00,Malicious Mischief,-122.4511633003519,37.77424873347629,2020-09-16,2020,9,Wednesday,Morning Class,False,False,9,30,True
732439,2020-08-17 13:00:00,Missing Person,-122.4511633003519,37.77424873347629,2020-08-17,2020,13,Monday,Lunch,False,False,8,31,True
732571,2020-12-23 00:36:00,Malicious Mischief,-122.40948148898308,37.77545100451973,2020-12-23,2020,0,Wednesday,Rest,False,False,12,31,False
732829,2020-05-29 18:00:00,Missing Person,-122.4511633003519,37.77424873347629,2020-05-29,2020,18,Friday,Dinner,False,False,5,31,False
732837,2020-05-21 09:00:00,Motor Vehicle Theft,-122.4511633003519,37.77424873347629,2020-05-21,2020,9,Thursday,Morning Class,False,False,5,31,False
733245,2020-12-22 02:31:00,Burglary,-122.40948148898308,37.77545100451973,2020-12-22,2020,2,Tuesday,Rest,False,False,12,31,False
733599,2020-11-26 01:16:00,Offences Against The Family And Children,-122.40948148898308,37.77545100451973,2020-11-26,2020,1,Thursday,Rest,False,True,11,30,True
733896,2020-09-21 02:35:00,Larceny Theft,-122.4511633003519,37.77424873347629,2020-09-21,2020,2,Monday,Rest,False,False,9,30,True
735969,2020-11-30 23:18:00,Warrant,-122.40948148898308,37.77545100451973,2020-11-30,2020,23,Monday,Rest,False,False,11,30,True
736181,2020-07-29 14:14:00,Burglary,-122.4323845430984,37.79004420222155,2020-07-29,2020,14,Wednesday,Afternoon Class,False,False,7,31,False
736594,2020-12-15 00:49:00,Warrant,-122.4005030970072,37.78745049797145,2020-12-15,2020,0,Tuesday,Rest,False,False,12,31,False
737324,2020-02-14 17:00:00,Larceny Theft,-122.40948148898308,37.77545100451973,2020-02-14,2020,17,Friday,Dinner,False,False,2,29,True
737654,2020-11-20 12:32:00,Larceny Theft,-122.40104304688674,37.78788961267684,2020-11-20,2020,12,Friday,Lunch,False,False,11,30,True
737988,2021-01-14 03:00:00,Offences Against The Family And Children,-122.40948148898308,37.77545100451973,2021-01-14,2021,3,Thursday,Rest,False,False,1,31,True
738567,2020-12-29 17:40:00,Motor Vehicle Theft,-122.40948148898308,37.77545100451973,2020-12-29,2020,17,Tuesday,Dinner,False,False,12,31,False
741094,2020-09-18 03:53:00,Burglary,-122.4005030970072,37.78745049797145,2020-09-18,2020,3,Friday,Rest,False,False,9,30,True
741173,2020-11-14 22:30:00,Other Miscellaneous,-122.40948148898308,37.77545100451973,2020-11-14,2020,22,Saturday,Rest,True,False,11,30,True
741321,2020-06-09 01:47:00,Burglary,-122.40080859571334,37.78769894626064,2020-06-09,2020,1,Tuesday,Rest,False,False,6,30,False
743763,2020-11-20 12:32:00,Warrant,-122.40104304688674,37.78788961267684,2020-11-20,2020,12,Friday,Lunch,False,False,11,30,True
744056,2020-12-03 20:20:00,Larceny Theft,-122.40948148898308,37.77545100451973,2020-12-03,2020,20,Thursday,Dinner,False,False,12,31,False
744273,2020-09-09 00:00:00,Fraud,-122.40080859571334,37.78769894626064,2020-09-09,2020,0,Wednesday,Rest,False,False,9,30,True
745636,2020-06-27 02:00:00,Larceny Theft,-122.40948148898308,37.77545100451973,2020-06-27,2020,2,Saturday,Rest,True,False,6,30,False
745913,2020-11-30 23:18:00,Fraud,-122.40948148898308,37.77545100451973,2020-11-30,2020,23,Monday,Rest,False,False,11,30,True
747124,2020-07-12 21:57:00,Larceny Theft,-122.4511633003519,37.77424873347629,2020-07-12,2020,21,Sunday,Rest,True,False,7,31,False
747451,2021-01-19 14:44:00,Motor Vehicle Theft,-122.4005030970072,37.78745049797145,2021-01-19,2021,14,Tuesday,Afternoon Class,False,False,1,31,True
747762,2020-08-23 02:50:00,Burglary,-122.40948148898308,37.77545100451973,2020-08-23,2020,2,Sunday,Rest,True,False,8,31,True
748774,2020-02-20 20:44:00,Burglary,-122.40948148898308,37.77545100451973,2020-02-20,2020,20,Thursday,Dinner,False,False,2,29,True
750745,2020-08-14 22:39:00,Other Miscellaneous,-122.40948148898308,37.77545100451973,2020-08-14,2020,22,Friday,Rest,False,False,8,31,True
751043,2020-06-10 19:24:00,Fraud,-122.4511633003519,37.77424873347629,2020-06-10,2020,19,Wednesday,Dinner,False,False,6,30,False
751143,2020-08-22 14:32:00,Robbery,-122.40104304688674,37.78788961267684,2020-08-22,2020,14,Saturday,Afternoon Class,True,False,8,31,True
751935,2020-06-16 14:48:00,Other Miscellaneous,-122.40948148898308,37.77545100451973,2020-06-16,2020,14,Tuesday,Afternoon Class,False,False,6,30,False
752761,2020-12-06 03:30:00,Vandalism,-122.4511633003519,37.77424873347629,2020-12-06,2020,3,Sunday,Rest,True,False,12,31,False
752803,2021-05-24 04:00:00,Robbery,-122.4005030970072,37.78745049797145,2021-05-24,2021,4,Monday,Rest,False,False,5,31,False
753875,2021-05-24 10:30:00,Stolen Property,-122.4005030970072,37.78745049797145,2021-05-24,2021,10,Monday,Morning Class,False,False,5,31,False
754505,2020-12-22 02:31:00,Burglary,-122.40948148898308,37.77545100451973,2020-12-22,2020,2,Tuesday,Rest,False,False,12,31,False
754994,2020-11-01 22:00:00,Missing Person,-122.40948148898308,37.77545100451973,2020-11-01,2020,22,Sunday,Rest,True,False,11,30,True
755327,2020-09-14 11:38:00,Miscellaneous Investigation,-122.4511633003519,37.77424873347629,2020-09-14,2020,11,Monday,Lunch,False,False,9,30,True
756928,2020-11-17 03:40:00,Assault,-122.40948148898308,37.77545100451973,2020-11-17,2020,3,Tuesday,Rest,False,False,11,30,True
757348,2020-10-02 09:30:00,Fraud,-122.4323845430984,37.79004420222155,2020-10-02,2020,9,Friday,Morning Class,False,False,10,31,True
757637,2021-01-26 18:30:00,Malicious Mischief,-122.40080859571334,37.78769894626064,2021-01-26,2021,18,Tuesday,Dinner,False,False,1,31,True
757696,2020-08-28 15:29:00,Robbery,-122.39856429383492,37.78898117261747,2020-08-28,2020,15,Friday,Afternoon Class,False,False,8,31,True
758624,2020-09-07 04:15:00,Malicious Mischief,-122.39856429383492,37.78898117261747,2020-09-07,2020,4,Monday,Rest,False,True,9,30,True
758656,2021-01-19 14:44:00,Other Miscellaneous,-122.4005030970072,37.78745049797145,2021-01-19,2021,14,Tuesday,Afternoon Class,False,False,1,31,True
761510,2020-07-29 14:14:00,Other Miscellaneous,-122.4323845430984,37.79004420222155,2020-07-29,2020,14,Wednesday,Afternoon Class,False,False,7,31,False
762255,2021-01-21 01:59:00,Non-Criminal,-122.39856429383492,37.78898117261747,2021-01-21,2021,1,Thursday,Rest,False,False,1,31,True
762930,2020-06-01 06:07:00,Other Miscellaneous,-122.4511633003519,37.77424873347629,2020-06-01,2020,6,Monday,Rest,False,False,6,30,False
763632,2021-05-24 04:00:00,Stolen Property,-122.4005030970072,37.78745049797145,2021-05-24,2021,4,Monday,Rest,False,False,5,31,False
767738,2021-05-24 10:30:00,Robbery,-122.4005030970072,37.78745049797145,2021-05-24,2021,10,Monday,Morning Class,False,False,5,31,False
767877,2021-08-21 17:30:00,Suspicious Occ,-122.4511633003519,37.77424873347629,2021-08-21,2021,17,Saturday,Dinner,True,False,8,31,True
768699,2021-05-07 00:30:00,Larceny Theft,-122.4005030970072,37.78745049797145,2021-05-07,2021,0,Friday,Rest,False,False,5,31,False
768779,2021-10-06 23:00:00,Recovered Vehicle,-122.40948148898308,37.77545100451973,2021-10-06,2021,23,Wednesday,Rest,False,False,10,31,True
774332,2021-05-24 04:00:00,Assault,-122.4005030970072,37.78745049797145,2021-05-24,2021,4,Monday,Rest,False,False,5,31,False
774947,2021-05-24 10:30:00,Assault,-122.4005030970072,37.78745049797145,2021-05-24,2021,10,Monday,Morning Class,False,False,5,31,False
776905,2021-08-18 02:46:00,Larceny Theft,-122.40948148898308,37.77545100451973,2021-08-18,2021,2,Wednesday,Rest,False,False,8,31,True
780473,2021-05-21 16:00:00,Larceny Theft,-122.4323845430984,37.79004420222155,2021-05-21,2021,16,Friday,Afternoon Class,False,False,5,31,False
782172,2021-08-16 09:30:00,Assault,-122.40948148898308,37.77545100451973,2021-08-16,2021,9,Monday,Morning Class,False,False,8,31,True
